label,probability
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8962962962962963,0.1037037037037037]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.9142857142857143,0.08571428571428572]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.6666666666666666,0.3333333333333333]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.8962962962962963,0.1037037037037037]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.951878707976269,0.04812129202373105]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.4935064935064935,0.5064935064935064]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8979591836734694,0.10204081632653061]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.89937106918239,0.10062893081761007]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9087837837837838,0.09121621621621621]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
1.0,"[0.9539139274822094,0.04608607251779058]"
1.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.8225806451612904,0.1774193548387097]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9539139274822094,0.04608607251779058]"
1.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.4935064935064935,0.5064935064935064]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.8976545842217484,0.1023454157782516]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8854019032192751,0.11459809678072484]"
1.0,"[0.4935064935064935,0.5064935064935064]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.3037037037037037,0.6962962962962963]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.8976545842217484,0.1023454157782516]"
1.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.625,0.375]"
1.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[0.7567567567567568,0.24324324324324326]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.8575498575498576,0.14245014245014245]"
1.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.879344262295082,0.12065573770491804]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.951878707976269,0.04812129202373105]"
1.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.7239884393063584,0.27601156069364163]"
1.0,"[0.6334164588528678,0.36658354114713215]"
0.0,"[0.9539139274822094,0.04608607251779058]"
1.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.8854019032192751,0.11459809678072484]"
1.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.8518518518518519,0.14814814814814814]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.7,0.3]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8976545842217484,0.1023454157782516]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.6708542713567839,0.32914572864321606]"
1.0,"[0.7239884393063584,0.27601156069364163]"
1.0,"[0.7567567567567568,0.24324324324324326]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8214285714285714,0.17857142857142858]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8976545842217484,0.1023454157782516]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9291338582677166,0.07086614173228346]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.2777777777777778,0.7222222222222222]"
0.0,"[0.4968152866242038,0.5031847133757962]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9291338582677166,0.07086614173228346]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.8575498575498576,0.14245014245014245]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.943227899432279,0.05677210056772101]"
